Map,Winner,Team1StartingSide,Team2StartingSide,AverageACSTeam1,AverageACSTeam2,AverageKillsTeam1,AverageKillsTeam2,TotalFKTeam1,TotalFKTeam2,TotalFDTeam1,TotalFDTeam2,TotalKillsTeam1,TotalKillsTeam2,TotalDeathsTeam1,TotalDeathsTeam2,TotalFKFDTeam1,TotalFKFDTeam2,EntryFKFDTeam1,EntryFKFDTeam2,HsPercentageTeam1,HsPercentageTeam2
Fracture,-1,CT,T,178.0,220.2,12.0,15.6,10,10,10,10,60,78,78,60,0,0,0.0,0.0,23.6,23.6
Fracture,1,CT,T,228.6,172.6,14.6,9.6,14,3,3,14,73,48,48,73,11,-11,2.2,-2.2,23.0,25.0
Breeze,-1,T,CT,191.4,207.4,13.8,15.8,8,13,13,8,69,79,79,69,-5,5,-1.0,1.0,30.8,31.2
Bind,-1,CT,T,182.8,209.2,16.4,19.8,12,14,14,12,82,99,99,82,-2,2,-0.4,0.4,19.2,30.0
Icebox,-1,T,CT,202.0,212.2,15.0,16.2,16,6,6,16,75,81,81,75,10,-10,2.0,-2.0,23.6,27.4
Bind,-1,T,CT,145.2,239.8,7.4,13.8,6,10,10,6,37,69,69,37,-4,4,-0.8,0.8,24.6,37.8
Fracture,-1,CT,T,178.0,220.2,12.0,15.6,10,10,10,10,60,78,78,60,0,0,0.0,0.0,23.6,23.6
Breeze,-1,CT,T,185.8,207.0,19.4,21.4,16,14,14,16,97,107,107,97,2,-2,0.4,-0.4,26.4,24.0
Icebox,-1,CT,T,209.0,216.0,16.8,17.6,15,8,8,15,84,88,88,84,7,-7,1.4,-1.4,28.0,26.6
Icebox,1,T,CT,237.0,210.8,17.8,14.0,9,12,12,9,89,70,70,89,-3,3,-0.6,0.6,18.2,22.8
Bind,1,CT,T,203.2,162.4,14.8,11.6,14,7,7,14,74,58,58,74,7,-7,1.4,-1.4,26.2,25.6
Bind,-1,T,CT,177.0,226.2,12.6,16.4,12,8,8,12,63,82,82,63,4,-4,0.8,-0.8,29.6,38.2
Haven,-1,CT,T,126.2,230.4,7.2,15.0,4,13,13,4,36,75,75,36,-9,9,-1.8,1.8,24.8,30.8
Bind,1,T,CT,211.8,199.2,15.2,14.0,8,12,12,8,76,70,70,76,-4,4,-0.8,0.8,20.4,20.2
Icebox,1,CT,T,223.4,199.4,17.2,14.2,13,8,7,14,86,71,72,87,6,-6,1.2,-1.2,21.0,28.4
Ascent,1,T,CT,218.2,203.2,19.6,18.4,12,14,14,12,98,92,92,98,-2,2,-0.4,0.4,19.2,25.4
Haven,-1,CT,T,172.2,221.8,12.6,17.4,12,10,10,12,63,87,87,63,2,-2,0.4,-0.4,25.2,24.0
Split,-1,CT,T,190.6,224.2,14.6,18.0,8,15,15,8,73,90,90,73,-7,7,-1.4,1.4,18.2,20.4
Haven,-1,CT,T,42.0,87.2,1.6,4.6,2,3,3,2,8,23,23,8,-1,1,-0.2,0.2,21.4,23.2
Icebox,1,T,CT,228.0,186.6,16.6,12.6,10,10,10,10,83,63,63,83,0,0,0.0,0.0,18.4,20.0
Bind,-1,T,CT,181.6,234.6,11.0,15.8,8,10,10,8,55,79,79,55,-2,2,-0.4,0.4,27.2,24.2
Breeze,1,CT,T,253.0,158.0,13.6,8.0,9,6,6,9,68,40,40,68,3,-3,0.6,-0.6,30.4,20.8
Ascent,1,T,CT,241.8,174.2,16.6,11.0,10,9,9,10,83,55,55,83,1,-1,0.2,-0.2,31.0,26.8
Bind,1,CT,T,210.6,195.2,16.6,14.4,11,11,11,11,83,72,72,83,0,0,0.0,0.0,35.0,19.4
Icebox,1,T,CT,246.6,192.0,16.6,11.0,14,4,4,14,83,55,55,83,10,-10,2.0,-2.0,30.4,17.8
Ascent,1,CT,T,245.6,171.6,15.4,9.2,14,3,3,14,77,46,46,77,11,-11,2.2,-2.2,20.6,21.6
Haven,1,CT,T,215.8,167.4,14.8,11.6,12,8,8,12,74,58,58,74,4,-4,0.8,-0.8,21.2,24.0
Ascent,-1,T,CT,187.4,218.4,13.0,16.6,8,13,13,8,65,83,83,65,-5,5,-1.0,1.0,21.6,18.2
Bind,1,T,CT,188.4,199.6,16.0,16.4,15,9,9,15,80,82,82,80,6,-6,1.2,-1.2,18.8,20.4
Breeze,-1,T,CT,214.8,208.8,19.0,18.8,14,12,12,14,95,94,94,95,2,-2,0.4,-0.4,21.8,21.6
Split,1,CT,T,208.2,201.8,18.2,16.0,13,11,11,13,91,80,80,91,2,-2,0.4,-0.4,21.6,23.4
Haven,1,T,CT,223.2,190.8,15.4,12.0,10,9,9,10,77,60,60,77,1,-1,0.2,-0.2,21.2,20.0
Ascent,-1,CT,T,201.8,221.4,14.4,16.8,10,11,11,10,72,84,84,72,-1,1,-0.2,0.2,26.6,35.2
Bind,1,T,CT,211.8,194.2,18.2,16.4,16,8,8,16,91,82,82,91,8,-8,1.6,-1.6,21.8,30.4
Haven,-1,CT,T,185.6,200.0,15.4,17.2,9,15,15,9,77,86,86,77,-6,6,-1.2,1.2,28.4,29.0
Haven,1,CT,T,202.4,171.0,15.8,13.2,10,12,12,10,79,66,66,79,-2,2,-0.4,0.4,28.8,34.2
Ascent,1,T,CT,232.8,168.6,15.4,9.8,11,7,7,11,77,49,49,77,4,-4,0.8,-0.8,29.2,22.2
Fracture,-1,CT,T,202.6,212.2,13.6,15.6,11,9,9,11,68,78,78,68,2,-2,0.4,-0.4,20.8,15.4
Ascent,-1,T,CT,122.2,251.0,5.6,13.2,4,10,10,4,28,66,66,28,-6,6,-1.2,1.2,26.0,26.8
Haven,-1,CT,T,168.2,223.8,9.8,15.0,6,12,12,6,49,75,75,49,-6,6,-1.2,1.2,22.6,24.8
Ascent,-1,CT,T,166.6,215.2,10.0,15.0,8,11,11,8,50,75,75,50,-3,3,-0.6,0.6,21.2,25.8
Fracture,-1,CT,T,168.4,228.8,11.6,16.6,7,13,13,7,58,83,83,58,-6,6,-1.2,1.2,26.4,20.4
Ascent,1,T,CT,239.6,168.2,13.8,8.4,8,7,7,8,69,42,42,69,1,-1,0.2,-0.2,26.6,24.6
Icebox,1,T,CT,241.8,180.0,15.0,9.8,11,6,6,11,75,49,49,75,5,-5,1.0,-1.0,34.8,15.6
Ascent,1,T,CT,218.2,203.2,19.6,18.4,12,14,14,12,98,92,92,98,-2,2,-0.4,0.4,19.2,25.4
Haven,-1,CT,T,172.2,221.8,12.6,17.4,12,10,10,12,63,87,87,63,2,-2,0.4,-0.4,25.2,24.0
Split,-1,CT,T,190.6,224.2,14.6,18.0,8,15,15,8,73,90,90,73,-7,7,-1.4,1.4,18.2,20.4
Bind,1,T,CT,211.8,199.2,15.2,14.0,8,12,12,8,76,70,70,76,-4,4,-0.8,0.8,20.4,20.2
Icebox,1,CT,T,223.4,199.4,17.2,14.2,13,8,7,14,86,71,72,87,6,-6,1.2,-1.2,21.0,28.4
Fracture,-1,CT,T,168.4,228.8,11.6,16.6,7,13,13,7,58,83,83,58,-6,6,-1.2,1.2,26.4,20.4
Ascent,1,T,CT,239.6,168.2,13.8,8.4,8,7,7,8,69,42,42,69,1,-1,0.2,-0.2,26.6,24.6
Icebox,1,T,CT,241.8,180.0,15.0,9.8,11,6,6,11,75,49,49,75,5,-5,1.0,-1.0,34.8,15.6
Haven,-1,CT,T,168.2,223.8,9.8,15.0,6,12,12,6,49,75,75,49,-6,6,-1.2,1.2,22.6,24.8
Ascent,-1,CT,T,166.6,215.2,10.0,15.0,8,11,11,8,50,75,75,50,-3,3,-0.6,0.6,21.2,25.8
Icebox,1,T,CT,221.8,194.6,14.2,11.6,11,7,7,11,71,58,58,71,4,-4,0.8,-0.8,23.8,26.0
Haven,-1,CT,T,194.0,198.0,16.2,15.6,9,14,14,9,81,78,78,81,-5,5,-1.0,1.0,29.8,23.8
Ascent,1,CT,T,234.8,152.8,14.2,7.6,12,4,4,12,71,38,38,71,8,-8,1.6,-1.6,31.6,21.0
Haven,1,T,CT,232.6,190.4,17.8,14.0,14,7,7,14,89,70,70,89,7,-7,1.4,-1.4,26.4,33.6
Split,1,CT,T,187.8,214.6,18.4,21.8,13,15,15,13,92,109,109,92,-2,2,-0.4,0.4,21.8,25.4
Fracture,1,CT,T,222.0,162.8,13.6,9.4,13,4,4,13,68,47,47,68,9,-9,1.8,-1.8,38.4,26.4
Icebox,1,T,CT,215.6,196.0,15.8,13.2,12,8,8,12,79,66,66,79,4,-4,0.8,-0.8,28.0,20.8
Icebox,-1,CT,T,185.8,213.6,15.6,17.6,10,14,14,10,78,88,88,78,-4,4,-0.8,0.8,34.0,30.0
Breeze,-1,CT,T,188.4,196.4,15.2,16.8,14,10,10,14,76,84,85,76,4,-4,0.8,-0.8,30.4,30.8
Icebox,-1,T,CT,194.6,200.4,17.6,18.2,14,12,12,14,88,91,91,88,2,-2,0.4,-0.4,30.2,26.4
Fracture,-1,CT,T,198.8,224.0,12.2,15.0,7,11,11,7,61,75,75,61,-4,4,-0.8,0.8,29.2,21.6
Icebox,1,CT,T,218.4,184.0,15.4,11.8,15,5,5,15,77,59,59,77,10,-10,2.0,-2.0,27.2,33.2
Fracture,-1,T,CT,203.0,214.2,18.4,20.0,11,15,15,11,92,100,100,92,-4,4,-0.8,0.8,24.0,29.4
Ascent,-1,CT,T,164.4,217.8,11.4,17.2,8,13,13,8,57,86,86,57,-5,5,-1.0,1.0,24.2,30.4
Icebox,1,CT,T,231.8,197.8,16.8,14.4,12,9,9,12,84,72,72,84,3,-3,0.6,-0.6,22.4,27.6
Haven,1,CT,T,223.6,170.8,14.8,10.4,9,9,9,9,74,52,52,74,0,0,0.0,0.0,30.2,31.0
Haven,-1,CT,T,137.6,233.2,7.2,14.4,7,9,9,7,36,72,72,36,-2,2,-0.4,0.4,19.4,33.0
Split,-1,CT,T,194.2,220.0,16.0,18.2,7,16,16,7,80,91,91,80,-9,9,-1.8,1.8,25.6,18.8
Icebox,-1,CT,T,189.2,204.6,15.6,17.0,11,13,13,11,78,85,85,78,-2,2,-0.4,0.4,23.6,20.0
Ascent,1,T,CT,220.0,144.4,13.8,7.6,10,7,7,10,69,38,38,69,3,-3,0.6,-0.6,19.2,19.0
Breeze,-1,CT,T,173.0,208.8,10.6,14.6,7,12,12,7,53,73,73,53,-5,5,-1.0,1.0,24.4,23.0
Icebox,-1,CT,T,180.4,218.6,10.0,13.8,5,12,12,5,50,69,69,50,-7,7,-1.4,1.4,23.2,22.4
Fracture,1,CT,T,220.6,189.6,17.0,14.4,8,13,13,8,85,72,72,85,-5,5,-1.0,1.0,22.0,21.2
Icebox,1,CT,T,210.4,200.8,17.8,16.4,16,8,8,16,89,82,82,89,8,-8,1.6,-1.6,18.4,20.6
Split,-1,CT,T,201.4,189.8,19.4,18.8,12,16,16,12,97,94,94,97,-4,4,-0.8,0.8,29.4,27.4
Icebox,1,CT,T,221.2,190.2,17.4,13.6,12,10,10,12,87,68,68,87,2,-2,0.4,-0.4,31.0,21.2
Breeze,1,CT,T,227.8,159.8,15.4,9.8,15,3,3,15,77,49,49,77,12,-12,2.4,-2.4,30.0,25.6
Ascent,1,T,CT,239.6,143.4,15.0,8.0,11,6,6,11,75,40,40,75,5,-5,1.0,-1.0,25.8,20.2
Split,1,CT,T,228.2,141.4,13.4,7.0,10,6,6,10,67,35,35,67,4,-4,0.8,-0.8,22.2,16.2
Ascent,-1,CT,T,161.8,221.4,13.2,17.4,10,12,12,10,66,87,87,66,-2,2,-0.4,0.4,33.4,32.0
Icebox,-1,T,CT,188.4,233.0,17.4,21.4,8,18,18,8,87,107,107,87,-10,10,-2.0,2.0,23.6,27.8
Icebox,1,T,CT,193.0,203.8,15.8,16.8,10,14,14,10,79,84,84,79,-4,4,-0.8,0.8,28.6,20.0
Bind,-1,T,CT,156.0,229.0,10.2,16.8,8,12,12,8,51,84,84,51,-4,4,-0.8,0.8,29.0,32.2
Ascent,-1,T,CT,152.8,226.2,8.6,15.4,5,13,13,5,43,77,77,43,-8,8,-1.6,1.6,41.8,28.8
Icebox,-1,T,CT,206.2,216.6,20.2,20.6,12,16,16,12,101,103,103,101,-4,4,-0.8,0.8,28.6,22.2
Split,1,T,CT,204.6,195.0,19.2,17.8,16,10,10,16,96,89,89,96,6,-6,1.2,-1.2,29.6,17.4
Haven,-1,T,CT,172.4,217.0,13.8,17.8,9,14,14,9,69,89,89,69,-5,5,-1.0,1.0,24.2,22.2
Haven,-1,CT,T,137.6,233.2,7.2,14.4,7,9,9,7,36,72,72,36,-2,2,-0.4,0.4,19.4,33.0
Split,-1,CT,T,194.2,220.0,16.0,18.2,7,16,16,7,80,91,91,80,-9,9,-1.8,1.8,25.6,18.8
Icebox,-1,CT,T,189.2,204.6,15.6,17.0,11,13,13,11,78,85,85,78,-2,2,-0.4,0.4,23.6,20.0
Icebox,1,T,CT,193.0,203.8,15.8,16.8,10,14,14,10,79,84,84,79,-4,4,-0.8,0.8,28.6,20.0
Bind,-1,T,CT,156.0,229.0,10.2,16.8,8,12,12,8,51,84,84,51,-4,4,-0.8,0.8,29.0,32.2
Ascent,-1,T,CT,152.8,226.2,8.6,15.4,5,13,13,5,43,77,77,43,-8,8,-1.6,1.6,41.8,28.8
Ascent,-1,CT,T,161.8,221.4,13.2,17.4,10,12,12,10,66,87,87,66,-2,2,-0.4,0.4,33.4,32.0
Icebox,-1,T,CT,188.4,233.0,17.4,21.4,8,18,18,8,87,107,107,87,-10,10,-2.0,2.0,23.6,27.8
Icebox,-1,T,CT,206.2,216.6,20.2,20.6,12,16,16,12,101,103,103,101,-4,4,-0.8,0.8,28.6,22.2
Split,1,T,CT,204.6,195.0,19.2,17.8,16,10,10,16,96,89,89,96,6,-6,1.2,-1.2,29.6,17.4
Haven,-1,T,CT,172.4,217.0,13.8,17.8,9,14,14,9,69,89,89,69,-5,5,-1.0,1.0,24.2,22.2
Icebox,1,CT,T,231.8,197.8,16.8,14.4,12,9,9,12,84,72,72,84,3,-3,0.6,-0.6,22.4,27.6
Haven,1,CT,T,223.6,170.8,14.8,10.4,9,9,9,9,74,52,52,74,0,0,0.0,0.0,30.2,31.0
Haven,1,CT,T,239.2,162.6,13.8,8.2,7,8,8,7,69,41,41,69,-1,1,-0.2,0.2,30.8,31.6
Breeze,1,T,CT,218.6,165.8,16.0,11.4,12,8,8,12,80,57,57,80,4,-4,0.8,-0.8,33.4,28.2
Haven,-1,CT,T,196.8,212.8,12.6,15.2,6,13,13,6,63,76,76,63,-7,7,-1.4,1.4,34.6,36.0
Breeze,-1,T,CT,175.8,224.0,12.0,16.8,9,11,11,9,60,84,85,60,-2,2,-0.4,0.4,29.0,32.8
Fracture,1,CT,T,220.4,187.6,18.4,15.8,18,6,6,18,92,79,79,92,12,-12,2.4,-2.4,28.6,23.2
Ascent,1,T,CT,194.0,199.4,16.8,16.6,17,7,7,17,84,83,83,84,10,-10,2.0,-2.0,27.6,21.4
Fracture,1,T,CT,209.4,191.0,16.6,14.4,16,6,6,16,83,72,72,83,10,-10,2.0,-2.0,26.2,21.2
Icebox,-1,CT,T,179.0,234.4,10.4,14.2,5,12,12,5,52,71,71,52,-7,7,-1.4,1.4,21.6,27.0
Breeze,-1,CT,T,187.4,220.6,12.2,15.0,5,14,14,5,61,75,75,61,-9,9,-1.8,1.8,34.2,23.6
Haven,1,CT,T,197.0,196.8,18.2,18.6,14,12,12,14,91,93,93,91,2,-2,0.4,-0.4,44.2,39.4
Bind,1,T,CT,214.0,194.6,19.4,17.6,14,12,12,14,97,88,88,97,2,-2,0.4,-0.4,23.6,30.4
Split,-1,T,CT,202.4,203.0,16.4,16.2,11,12,13,10,82,81,82,82,-2,2,-0.4,0.4,26.0,28.8
Bind,-1,T,CT,181.8,214.8,18.2,20.8,12,16,16,12,91,104,104,91,-4,4,-0.8,0.8,27.4,33.4
Haven,1,CT,T,232.0,149.8,14.2,8.4,11,5,5,11,71,42,42,71,6,-6,1.2,-1.2,30.8,32.4
Ascent,-1,CT,T,182.0,215.4,16.6,20.0,9,17,17,9,83,100,100,83,-8,8,-1.6,1.6,37.0,33.4
Ascent,-1,T,CT,175.8,213.2,12.8,16.0,9,12,12,9,64,80,80,64,-3,3,-0.6,0.6,27.0,26.6
Haven,-1,CT,T,191.0,202.4,17.6,18.4,13,13,13,13,88,92,92,88,0,0,0.0,0.0,28.8,36.6
Bind,1,T,CT,199.4,197.8,15.8,15.4,12,10,10,12,79,77,77,79,2,-2,0.4,-0.4,29.2,36.4
Split,-1,CT,T,191.8,214.8,15.6,17.8,10,13,13,10,78,89,89,78,-3,3,-0.6,0.6,22.4,28.0
Split,1,CT,T,211.8,194.6,17.4,15.4,12,11,11,12,87,77,77,87,1,-1,0.2,-0.2,30.8,29.2
Bind,-1,T,CT,187.0,240.8,14.4,19.2,11,11,11,11,72,96,96,72,0,0,0.0,0.0,28.2,31.0
Ascent,-1,T,CT,161.2,230.8,10.8,16.0,5,14,14,5,54,80,80,54,-9,9,-1.8,1.8,34.0,27.8
Icebox,1,T,CT,203.6,179.8,16.4,14.2,10,13,13,10,82,71,71,82,-3,3,-0.6,0.6,18.4,19.8
Bind,-1,CT,T,163.0,242.2,7.0,13.0,4,10,10,4,35,65,65,35,-6,6,-1.2,1.2,23.0,34.8
Fracture,-1,CT,T,172.6,205.2,10.2,13.4,5,13,13,5,51,67,67,51,-8,8,-1.6,1.6,21.4,26.0
Breeze,1,CT,T,234.2,165.2,18.0,12.0,11,10,10,11,90,60,60,90,1,-1,0.2,-0.2,31.4,25.4
Ascent,1,T,CT,193.2,202.0,16.4,16.8,12,12,12,12,82,84,84,82,0,0,0.0,0.0,26.4,26.8
Split,1,T,CT,205.6,214.6,17.0,18.0,15,9,9,15,85,90,90,85,6,-6,1.2,-1.2,24.6,20.8
Bind,1,CT,T,208.0,175.4,14.0,10.0,11,7,7,11,70,50,50,70,4,-4,0.8,-0.8,28.4,26.0
Icebox,-1,T,CT,184.8,233.4,11.2,15.2,8,10,10,8,56,76,76,56,-2,2,-0.4,0.4,36.4,39.2
Split,1,CT,T,214.0,162.8,17.4,13.2,13,10,10,13,87,66,66,87,3,-3,0.6,-0.6,26.2,27.0
Haven,1,T,CT,217.2,187.6,15.8,12.8,11,9,9,11,79,64,64,79,2,-2,0.4,-0.4,31.4,36.4
Ascent,-1,CT,T,186.8,212.4,15.0,17.8,7,16,16,7,75,89,89,75,-9,9,-1.8,1.8,34.8,25.6
Fracture,-1,T,CT,217.8,206.0,26.2,24.2,20,14,14,20,131,121,121,131,6,-6,1.2,-1.2,27.8,28.6
Bind,-1,CT,T,180.0,224.4,12.0,17.0,7,13,13,7,60,85,85,60,-6,6,-1.2,1.2,18.2,29.4
Split,1,T,CT,225.0,175.4,14.4,9.2,12,5,5,12,72,46,46,72,7,-7,1.4,-1.4,22.4,17.8
Icebox,-1,T,CT,186.2,233.0,12.0,15.0,9,9,9,9,60,75,75,60,0,0,0.0,0.0,31.4,25.6
Ascent,-1,T,CT,175.8,213.2,12.8,16.0,9,12,12,9,64,80,80,64,-3,3,-0.6,0.6,27.0,26.6
Haven,-1,CT,T,191.0,202.4,17.6,18.4,13,13,13,13,88,92,92,88,0,0,0.0,0.0,28.8,36.6
Bind,1,T,CT,199.4,197.8,15.8,15.4,12,10,10,12,79,77,77,79,2,-2,0.4,-0.4,29.2,36.4
Split,-1,CT,T,191.8,214.8,15.6,17.8,10,13,13,10,78,89,89,78,-3,3,-0.6,0.6,22.4,28.0
Ascent,-1,CT,T,186.8,212.4,15.0,17.8,7,16,16,7,75,89,89,75,-9,9,-1.8,1.8,34.8,25.6
Fracture,-1,T,CT,217.8,206.0,26.2,24.2,20,14,14,20,131,121,121,131,6,-6,1.2,-1.2,27.8,28.6
Icebox,-1,T,CT,184.8,233.4,11.2,15.2,8,10,10,8,56,76,76,56,-2,2,-0.4,0.4,36.4,39.2
Split,1,CT,T,214.0,162.8,17.4,13.2,13,10,10,13,87,66,66,87,3,-3,0.6,-0.6,26.2,27.0
Haven,1,T,CT,217.2,187.6,15.8,12.8,11,9,9,11,79,64,64,79,2,-2,0.4,-0.4,31.4,36.4
Bind,-1,CT,T,180.0,224.4,12.0,17.0,7,13,13,7,60,85,85,60,-6,6,-1.2,1.2,18.2,29.4
Split,1,T,CT,225.0,175.4,14.4,9.2,12,5,5,12,72,46,46,72,7,-7,1.4,-1.4,22.4,17.8
Icebox,-1,T,CT,186.2,233.0,12.0,15.0,9,9,9,9,60,75,75,60,0,0,0.0,0.0,31.4,25.6
Split,1,T,CT,205.6,214.6,17.0,18.0,15,9,9,15,85,90,90,85,6,-6,1.2,-1.2,24.6,20.8
Bind,1,CT,T,208.0,175.4,14.0,10.0,11,7,7,11,70,50,50,70,4,-4,0.8,-0.8,28.4,26.0
Split,1,T,CT,217.2,186.0,15.4,13.6,8,13,13,8,77,68,68,77,-5,5,-1.0,1.0,27.6,23.8
Fracture,1,T,CT,195.4,208.0,18.0,18.6,10,16,16,10,90,93,93,90,-6,6,-1.2,1.2,32.0,30.6
Split,-1,T,CT,163.6,249.2,8.0,14.0,5,10,10,5,40,70,70,40,-5,5,-1.0,1.0,21.6,20.2
Haven,-1,T,CT,177.4,210.4,13.0,16.0,9,12,12,9,65,80,80,65,-3,3,-0.6,0.6,29.4,33.8
Haven,1,CT,T,217.8,177.6,14.4,10.6,9,9,9,9,72,53,53,72,0,0,0.0,0.0,28.0,32.4
Ascent,-1,T,CT,198.6,199.8,16.6,17.0,9,15,15,9,83,85,85,83,-6,6,-1.2,1.2,26.2,24.2
Icebox,-1,T,CT,185.4,201.8,14.8,16.6,13,10,10,13,74,83,83,74,3,-3,0.6,-0.6,23.8,26.0
Haven,1,CT,T,204.0,198.4,17.0,16.2,14,9,9,14,85,81,81,85,5,-5,1.0,-1.0,29.8,34.0
Split,1,T,CT,224.8,157.6,14.4,8.8,7,10,11,6,72,44,45,72,-4,4,-0.8,0.8,26.6,30.6
Fracture,-1,CT,T,162.4,235.8,8.4,14.0,4,12,12,4,42,70,70,42,-8,8,-1.6,1.6,26.4,26.8
Ascent,1,CT,T,230.2,167.2,15.4,10.2,11,7,7,11,77,51,51,77,4,-4,0.8,-0.8,25.4,26.0
Split,-1,CT,T,200.6,245.4,9.8,13.8,5,10,10,5,49,69,69,49,-5,5,-1.0,1.0,25.4,30.8
Split,-1,CT,T,209.8,190.0,17.2,15.4,12,11,11,12,86,77,77,86,1,-1,0.2,-0.2,29.6,29.6
Ascent,1,T,CT,219.2,181.8,14.8,10.8,8,10,10,8,74,54,54,74,-2,2,-0.4,0.4,25.8,20.4
Icebox,1,T,CT,214.2,189.8,22.2,19.8,13,17,17,13,111,99,99,111,-4,4,-0.8,0.8,25.0,30.6
Haven,-1,T,CT,192.8,202.4,14.6,16.2,12,10,10,12,73,81,81,74,2,-2,0.4,-0.4,27.2,27.6
Breeze,1,T,CT,212.2,180.8,16.2,11.8,15,5,5,15,81,59,59,81,10,-10,2.0,-2.0,25.2,23.0
Ascent,-1,CT,T,178.8,220.0,14.0,17.6,12,11,11,12,70,88,88,70,1,-1,0.2,-0.2,23.4,26.2
Icebox,-1,T,CT,194.2,219.6,15.0,16.6,11,11,11,11,75,83,83,75,0,0,0.0,0.0,30.0,25.6
Haven,1,T,CT,201.4,192.0,18.0,17.8,17,9,9,17,90,89,89,90,8,-8,1.6,-1.6,24.4,26.6
Ascent,1,CT,T,215.6,178.8,17.4,13.6,16,6,6,16,87,68,68,87,10,-10,2.0,-2.0,25.8,32.0
Haven,1,CT,T,198.6,180.6,16.2,14.0,13,10,10,13,81,70,70,81,3,-3,0.6,-0.6,31.6,29.8
Ascent,1,T,CT,202.6,208.0,16.0,15.6,12,10,10,12,80,78,78,80,2,-2,0.4,-0.4,20.8,38.6
Bind,-1,T,CT,202.0,209.6,17.0,17.4,10,14,14,10,85,87,87,85,-4,4,-0.8,0.8,33.0,26.4
Haven,-1,CT,T,148.4,200.6,11.8,16.4,5,18,18,5,59,82,82,59,-13,13,-2.6,2.6,32.2,26.8
Icebox,-1,T,CT,173.6,211.2,11.8,15.6,5,15,15,5,59,78,78,59,-10,10,-2.0,2.0,29.2,25.8
Fracture,1,T,CT,224.0,155.2,14.2,8.4,12,5,5,12,71,42,42,71,7,-7,1.4,-1.4,35.0,25.8
Ascent,1,CT,T,231.2,174.8,16.0,11.6,16,3,3,16,80,58,58,80,13,-13,2.6,-2.6,31.2,34.6
Breeze,1,CT,T,213.8,196.0,17.4,15.8,15,8,8,15,87,79,79,87,7,-7,1.4,-1.4,25.0,24.0
Fracture,1,CT,T,219.0,179.0,16.0,12.6,11,9,9,11,80,63,63,80,2,-2,0.4,-0.4,25.4,27.4
Fracture,-1,T,CT,137.8,223.0,8.0,14.6,8,10,10,8,40,73,73,40,-2,2,-0.4,0.4,23.8,19.8
Ascent,-1,T,CT,180.4,214.4,14.8,18.8,10,14,14,10,74,94,94,74,-4,4,-0.8,0.8,29.8,29.0
Icebox,-1,T,CT,188.2,227.4,14.8,18.6,8,13,13,8,74,93,93,74,-5,5,-1.0,1.0,28.4,24.2
Fracture,-1,T,CT,137.8,223.0,8.0,14.6,8,10,10,8,40,73,73,40,-2,2,-0.4,0.4,23.8,19.8
Ascent,-1,T,CT,180.4,214.4,14.8,18.8,10,14,14,10,74,94,94,74,-4,4,-0.8,0.8,29.8,29.0
Icebox,-1,T,CT,188.2,227.4,14.8,18.6,8,13,13,8,74,93,93,74,-5,5,-1.0,1.0,28.4,24.2
Haven,-1,T,CT,192.8,202.4,14.6,16.2,12,10,10,12,73,81,81,74,2,-2,0.4,-0.4,27.2,27.6
Breeze,1,T,CT,212.2,180.8,16.2,11.8,15,5,5,15,81,59,59,81,10,-10,2.0,-2.0,25.2,23.0
Ascent,-1,CT,T,178.8,220.0,14.0,17.6,12,11,11,12,70,88,88,70,1,-1,0.2,-0.2,23.4,26.2
Icebox,-1,T,CT,194.2,219.6,15.0,16.6,11,11,11,11,75,83,83,75,0,0,0.0,0.0,30.0,25.6
Breeze,1,CT,T,213.8,196.0,17.4,15.8,15,8,8,15,87,79,79,87,7,-7,1.4,-1.4,25.0,24.0
Fracture,1,CT,T,219.0,179.0,16.0,12.6,11,9,9,11,80,63,63,80,2,-2,0.4,-0.4,25.4,27.4
Bind,-1,T,CT,202.0,209.6,17.0,17.4,10,14,14,10,85,87,87,85,-4,4,-0.8,0.8,33.0,26.4
Haven,-1,CT,T,148.4,200.6,11.8,16.4,5,18,18,5,59,82,82,59,-13,13,-2.6,2.6,32.2,26.8
Icebox,-1,T,CT,173.6,211.2,11.8,15.6,5,15,15,5,59,78,78,59,-10,10,-2.0,2.0,29.2,25.8
Fracture,1,T,CT,224.0,155.2,14.2,8.4,12,5,5,12,71,42,42,71,7,-7,1.4,-1.4,35.0,25.8
Ascent,1,CT,T,231.2,174.8,16.0,11.6,16,3,3,16,80,58,58,80,13,-13,2.6,-2.6,31.2,34.6
Fracture,-1,CT,T,223.4,198.4,19.0,17.4,9,15,15,9,95,87,87,95,-6,6,-1.2,1.2,35.4,21.2
Haven,-1,CT,T,183.6,189.0,17.4,18.4,14,14,14,14,87,92,92,87,0,0,0.0,0.0,26.0,28.6
Icebox,1,CT,T,214.8,175.2,15.6,11.4,11,9,9,11,78,57,57,78,2,-2,0.4,-0.4,29.8,30.8
Ascent,-1,CT,T,199.4,204.0,14.8,15.4,14,7,7,14,74,77,77,74,7,-7,1.4,-1.4,20.2,23.0
Icebox,-1,T,CT,194.0,224.4,13.6,17.0,12,9,9,12,68,85,85,68,3,-3,0.6,-0.6,22.2,28.6
Haven,-1,CT,T,153.6,223.0,9.0,15.4,3,15,15,3,45,77,77,45,-12,12,-2.4,2.4,26.0,35.2
Bind,-1,CT,T,188.2,230.2,12.8,17.0,5,15,15,5,64,85,85,64,-10,10,-2.0,2.0,26.2,21.4
